Time (milliseconds),X,Y,Z
3626121,-100,-40,-984
3626141,-116,-40,-972
3626161,-112,-40,-976
3626181,-116,-52,-976
3626206,-112,-52,-980
3626222,-108,-48,-972
3626242,-104,-52,-976
3626262,-116,-44,-976
3626283,-112,-36,-976
3626303,-112,-36,-976
3626324,-112,-40,-980
3626344,-108,-40,-984
3626364,-116,-32,-984
3626385,-124,-24,-992
3626405,-124,-16,-992
3626425,-128,-16,-992
3626450,-112,-20,-996
3626465,-116,-12,-992
3626486,-124,-8,-1004
3626506,-120,-12,-1016
3626526,-124,0,-1008
3626547,-140,0,-1020
3626567,-132,8,-1024
3626587,-136,16,-1032
3626607,-136,12,-1028
3626628,-128,4,-1032
3626649,-128,16,-1040
3626669,-132,20,-1040
3626694,-144,28,-1056
3626709,-136,36,-1056
3626729,-144,44,-1048
3626750,-140,48,-1056
3626770,-140,32,-1068
3626790,-144,44,-1052
3626811,-136,40,-1056
3626832,-144,40,-1048
3626852,-144,44,-1044
3626872,-140,48,-1064
3626892,-140,52,-1060
3626922,-144,56,-1060
3626933,-140,60,-1048
3626953,-144,60,-1064
3626973,-152,48,-1056
3626993,-148,64,-1052
3627013,-140,68,-1060
3627034,-144,60,-1060
3627054,-132,64,-1060
3627074,-144,60,-1052
3627095,-144,68,-1048
3627115,-156,56,-1052
3627135,-148,56,-1048
3627158,-148,60,-1048
3627176,-144,52,-1040
3627196,-140,56,-1036
3627216,-140,44,-1048
3627237,-144,48,-1036
3627257,-144,48,-1044
3627277,-148,48,-1036
3627298,-148,44,-1024
3627318,-148,44,-1028
3627338,-144,36,-1004
3627359,-136,40,-996
3627379,-140,28,-1008
3627402,-140,32,-996
3627420,-144,24,-1012
3627440,-148,28,-1004
3627460,-144,40,-1000
3627481,-140,32,-984
3627501,-136,24,-976
3627521,-128,8,-964
3627541,-124,8,-960
3627561,-132,4,-960
3627582,-120,4,-956
3627602,-136,8,-956
3627623,-120,12,-952
3627646,-128,4,-972
3627663,-128,-8,-952
3627683,-120,0,-960
3627704,-124,-4,-956
3627724,-124,-4,-956
3627745,-124,-8,-948
3627765,-116,-12,-944
3627785,-116,-12,-948
3627805,-116,-20,-956
3627825,-116,-24,-952
3627846,-120,-24,-952
3627866,-116,-12,-960
3627890,-108,-24,-952
3627907,-116,-20,-956
3627927,-120,-20,-944
3627948,-120,-32,-960
3627968,-120,-28,-960
3627988,-116,-36,-968
3628008,-108,-40,-964
3628028,-108,-36,-964
3628049,-116,-32,-972
3628069,-116,-40,-976
3628089,-116,-44,-976
3628110,-108,-44,-976
3628130,-108,-52,-976
3628150,-116,-44,-972
3628171,-104,-48,-972
3628191,-112,-48,-968
3628212,-112,-56,-972
3628232,-108,-36,-972
3628252,-116,-48,-976
3628273,-120,-44,-976
3628293,-112,-40,-972
3628313,-100,-44,-976
3628333,-108,-40,-972
3628358,-108,-36,-984
3628373,-120,-36,-980
3628394,-112,-32,-972
3628414,-120,-28,-980
3628435,-112,-32,-988
3628455,-120,-24,-996
3628476,-120,-16,-996
3628496,-128,-8,-1000
3628516,-128,-4,-1004
3628536,-132,0,-1012
3628556,-132,4,-1020
3628576,-132,8,-1016
3628602,-132,4,-1024
3628617,-128,8,-1028
3628637,-140,20,-1024
3628658,-132,16,-1040
3628678,-140,20,-1056
3628698,-144,32,-1036
3628719,-136,36,-1048
3628739,-140,32,-1052
3628759,-144,40,-1052
3628779,-136,44,-1056
3628800,-144,32,-1052
3628820,-148,48,-1056
3628846,-144,48,-1060
3628861,-140,48,-1064
3628881,-144,40,-1060
3628901,-140,60,-1060
3628922,-136,48,-1056
3628942,-140,60,-1064
3628962,-148,52,-1056
3628983,-148,56,-1064
3629003,-144,64,-1052
3629023,-140,52,-1064
3629043,-152,60,-1064
3629070,-152,64,-1056
3629084,-148,56,-1052
3629104,-148,60,-1056
3629125,-140,64,-1056
3629145,-136,48,-1052
3629165,-144,52,-1044
3629186,-140,52,-1048
3629206,-144,48,-1040
3629226,-152,52,-1048
3629247,-148,52,-1040
3629267,-148,52,-1048
3629287,-140,48,-1036
3629310,-144,44,-1032
3629328,-148,44,-1020
3629348,-144,40,-1028
3629368,-152,48,-1020
3629389,-144,40,-1008
3629409,-136,32,-1008
3629429,-144,32,-996
3629449,-136,24,-1000
3629470,-140,24,-980
3629490,-136,24,-972
3629510,-128,12,-972
3629531,-132,12,-972
3629666,-124,0,-952
3629670,-124,0,-952
3629674,-116,-4,-952
3629678,-116,-4,-952
3629682,-116,-4,-952
3629686,-116,-4,-952
3629690,-116,-4,-952
3629694,-124,-12,-956
3629713,-120,-4,-940
3629734,-124,-4,-956
3629754,-136,0,-956
3629774,-116,4,-952
3629798,-120,-12,-948
3629815,-112,-12,-956
3629835,-116,-16,-952
3629856,-120,-28,-956
3629876,-112,-16,-960
3629896,-112,-24,-956
3629917,-116,-28,-960
3629937,-116,-28,-956
3629957,-112,-28,-960
3629977,-104,-24,-960
3629998,-108,-24,-964
3630018,-112,-28,-960
3630042,-116,-32,-972
3630059,-112,-32,-960
3630079,-112,-40,-968
3630099,-108,-36,-964
3630120,-116,-44,-964
3630140,-112,-40,-968
3630160,-112,-48,-972
3630181,-112,-36,-968
3630201,-120,-36,-968
3630221,-112,-40,-972
3630241,-120,-40,-976
3630270,-112,-48,-976
3630282,-112,-48,-980
3630302,-112,-36,-976
3630322,-116,-44,-976
3630343,-112,-48,-980
3630364,-116,-40,-980
3630384,-124,-36,-984
3630404,-120,-32,-988
3630425,-124,-24,-992
3630445,-124,-28,-988
3630465,-128,-20,-1000
3630485,-120,-12,-996
3630510,-124,-12,-992
3630525,-128,-12,-1008
3630546,-136,-4,-1012
3630566,-124,0,-1008
3630586,-132,8,-1020
3630607,-128,4,-1032
3630628,-140,0,-1028
3630648,-132,16,-1044
3630668,-132,20,-1044
3630688,-136,16,-1032
3630708,-140,28,-1036
3630728,-136,28,-1044
3630754,-136,32,-1052
3630769,-136,28,-1052
3630789,-140,36,-1060
3630809,-136,40,-1056
3630830,-140,48,-1064
3630850,-148,48,-1064
3630870,-140,56,-1072
3630891,-148,52,-1056
3630911,-140,52,-1064
3630931,-148,56,-1068
3630952,-132,56,-1056
3630978,-136,52,-1060
3630992,-144,64,-1064
3631012,-148,44,-1060
3631033,-156,56,-1056
3631053,-140,60,-1048
3631073,-136,48,-1056
3631094,-144,56,-1052
3631114,-140,48,-1052
3631134,-144,60,-1052
3631155,-148,60,-1056
3631175,-140,60,-1048
3631195,-148,40,-1044
3631218,-140,48,-1040
3631236,-140,52,-1040
3631256,-144,44,-1036
3631277,-140,40,-1032
3631297,-140,44,-1036
3631317,-144,44,-1020
3631337,-148,36,-1020
3631358,-140,28,-1012
3631378,-140,40,-1016
3631398,-140,32,-1004
3631419,-140,24,-988
3631439,-136,36,-1000
3631462,-144,24,-996
3631480,-140,24,-984
3631500,-140,24,-984
3631520,-140,12,-984
3631541,-156,-4,-940
3631561,-144,16,-936
3631581,-140,28,-980
3631601,-140,8,-976
3631621,-128,4,-956
3631642,-128,8,-960
3631662,-132,4,-952
3631682,-120,0,-944
3631706,-124,-4,-956
3631723,-124,-8,-948
3631744,-116,-12,-948
3631764,-116,-16,-944
3631784,-116,-12,-940
3631805,-120,-8,-948
3631825,-120,-8,-944
3631845,-120,-16,-944
3631865,-124,-20,-952
3631885,-124,-24,-956
3631906,-116,-24,-960
3631926,-120,-20,-960
3631950,-116,-24,-964
3631967,-124,-32,-956
3631987,-112,-28,-968
3632008,-116,-32,-972
3632028,-112,-32,-972
3632048,-116,-36,-968
3632069,-120,-40,-968
3632089,-112,-40,-968
3632109,-116,-44,-968
3632129,-120,-32,-972
3632149,-116,-40,-968
3632170,-124,-48,-976
3632194,-120,-36,-980
3632210,-120,-52,-976
3632231,-116,-44,-984
3632251,-120,-48,-976
3632271,-116,-40,-976
3632292,-112,-44,-984
3632312,-124,-36,-988
3632333,-120,-40,-980
3632353,-116,-40,-980
3632373,-116,-44,-980
3632393,-120,-44,-980
3632418,-112,-36,-976
3632434,-128,-36,-980
3632454,-120,-32,-980
3632474,-116,-24,-992
3632495,-120,-28,-984
3632515,-128,-16,-992
3632536,-124,-8,-1000
3632556,-132,-4,-1004
3632575,-136,-4,-1016
3632596,-136,4,-1012
3632616,-132,16,-1024
3632636,-132,8,-1028
3632662,-132,8,-1020
3632677,-132,8,-1036
3632697,-120,12,-1032
3632718,-132,12,-1044
3632738,-136,20,-1040
3632758,-136,28,-1052
3632779,-140,44,-1044
3632799,-136,28,-1052
3632819,-140,20,-1060
3632839,-140,36,-1052
3632860,-144,28,-1048
3632880,-136,40,-1056
3632906,-136,40,-1056
3632921,-144,44,-1056
3632941,-140,48,-1060
3632961,-144,52,-1056
3632982,-140,48,-1060
3633002,-136,44,-1064
3633022,-144,40,-1044
3633043,-136,52,-1056
3633063,-140,48,-1056
3633083,-140,56,-1048
3633104,-144,52,-1056
3633130,-148,44,-1060
3633144,-140,48,-1052
3633164,-148,48,-1056
3633185,-144,44,-1060
3633205,-140,48,-1048
3633225,-144,44,-1044
3633246,-140,44,-1044
3633266,-136,48,-1040
3633286,-140,48,-1044
3633307,-140,44,-1040
3633327,-144,48,-1040
3633347,-136,36,-1036
3633478,-148,20,-1008
3633482,-148,20,-1008
3633486,-148,20,-1008
3633490,-148,32,-984
3633494,-148,32,-984
3633498,-148,32,-984
3633502,-148,32,-984
3633509,-132,28,-984
3633530,-136,20,-980
3633550,-136,16,-976
3633570,-132,12,-980
3633591,-132,20,-972
3633614,-132,12,-976
3633632,-136,12,-964
3633652,-136,8,-956
3633672,-128,8,-960
3633692,-128,-4,-948
3633713,-124,4,-960
3633733,-132,0,-956
3633753,-128,-8,-948
3633773,-124,-12,-948
3633794,-124,-4,-952
3633814,-124,-4,-948
3633834,-120,-8,-956
3633858,-132,-20,-952
3633875,-124,-8,-944
3633896,-116,-12,-952
3633916,-124,-8,-960
3633936,-124,-8,-956
3633957,-128,-20,-952
3633977,-120,-12,-956
3633997,-116,-20,-956
3634017,-116,-28,-964
3634037,-112,-28,-960
3634058,-116,-28,-968
3634078,-120,-32,-972
3634102,-116,-32,-968
3634119,-120,-36,-964
3634139,-108,-44,-964
3634160,-116,-40,-972
3634180,-112,-36,-972
3634200,-120,-36,-972
3634221,-116,-48,-972
3634241,-116,-36,-976
3634261,-108,-48,-968
3634281,-112,-40,-972
3634301,-112,-36,-964
3634322,-116,-44,-972
3634346,-112,-48,-964
3634362,-112,-44,-972
3634382,-108,-40,-976
3634403,-120,-40,-980
3634424,-116,-36,-976
3634444,-112,-40,-980
3634464,-116,-28,-984
3634484,-124,-32,-988
3634505,-120,-20,-992
3634524,-132,-24,-996
3634545,-132,-16,-988
3634574,-124,-20,-1000
3634585,-124,-12,-1000
3634606,-140,-12,-1008
3634626,-124,-8,-1012
3634646,-132,0,-1024
3634667,-132,0,-1016
3634687,-132,8,-1024
3634707,-136,12,-1036
3634727,-144,16,-1028
3634748,-136,20,-1036
3634768,-132,24,-1040
3634788,-140,20,-1044
3634814,-128,28,-1048
3634829,-132,16,-1040
3634849,-132,20,-1048
3634870,-132,28,-1056
3634890,-144,28,-1040
3634910,-132,32,-1052
3634931,-144,36,-1052
3634951,-144,44,-1056
3634971,-140,44,-1064
3634992,-144,44,-1060
3635012,-148,48,-1064
3635032,-144,52,-1068
3635058,-144,48,-1056
3635073,-140,48,-1056
3635093,-136,52,-1056
3635113,-144,40,-1052
3635133,-148,52,-1052
3635154,-140,52,-1056
3635174,-140,48,-1056
3635194,-140,52,-1056
3635215,-140,56,-1052
3635235,-144,52,-1048
3635256,-148,52,-1048
3635278,-144,64,-1052
3635296,-140,44,-1044
3635316,-148,48,-1036
3635337,-140,44,-1040
3635357,-140,40,-1024
3635377,-140,40,-1028
3635397,-148,32,-1020
3635418,-140,32,-1016
3635438,-148,28,-1008
3635458,-144,24,-1004
3635479,-136,28,-1000
3635499,-140,28,-992
3635522,-136,32,-980
3635540,-140,24,-988
3635560,-140,24,-980
3635581,-136,24,-988
3635601,-136,12,-984
3635621,-128,20,-984
3635641,-136,16,-968
3635661,-128,8,-964
3635682,-128,12,-968
3635702,-132,8,-968
3635722,-136,8,-964
3635743,-124,0,-956
3635770,-116,-4,-952
3635783,-124,0,-956
3635803,-132,-4,-948
3635824,-124,-8,-956
3635845,-128,4,-948
3635865,-124,-8,-956
3635885,-124,-12,-956
3635905,-112,-20,-948
3635925,-120,-24,-956
3635945,-128,-12,-952
3635966,-120,-24,-952
3635986,-124,-16,-956
3636014,-120,-20,-956
3636027,-128,-16,-956
3636048,-128,-32,-960
3636068,-120,-32,-968
3636088,-120,-24,-960
3636108,-124,-36,-968
3636129,-124,-36,-968
3636149,-116,-32,-960
3636169,-116,-32,-964
3636189,-124,-32,-964
3636209,-120,-36,-968
3636230,-112,-40,-980
3636254,-116,-48,-984
3636270,-124,-40,-972
3636291,-120,-48,-984
3636312,-120,-52,-976
3636332,-116,-40,-976
3636352,-108,-52,-976
3636372,-124,-48,-976
3636392,-116,-44,-972
3636412,-120,-52,-976
3636433,-116,-40,-984
3636453,-116,-44,-980
3636473,-124,-40,-980
3636498,-112,-40,-988
3636514,-120,-40,-976
3636534,-120,-36,-988
3636554,-116,-16,-992
3636575,-116,-20,-992
3636595,-128,-16,-1000
3636615,-128,-16,-1004
3636636,-128,-20,-1000
3636656,-124,-20,-996
3636676,-120,-16,-1008
3636697,-128,-8,-1016
3636722,-128,-8,-1032
3636737,-132,8,-1024
3636758,-140,8,-1036
3636778,-136,20,-1032
3636798,-136,24,-1040
3636819,-136,12,-1044
3636839,-136,20,-1032
3636859,-132,20,-1052
3636879,-132,24,-1044
3636900,-136,32,-1048
3636920,-140,28,-1048
3636940,-124,24,-1048
3636966,-140,32,-1056
3636981,-136,32,-1060
3637001,-140,36,-1056
3637021,-140,44,-1056
3637042,-132,44,-1052
3637062,-128,48,-1056
3637082,-140,44,-1056
3637103,-144,52,-1056
3637123,-144,44,-1052
3637144,-136,36,-1048
3637164,-140,48,-1056
3637298,-148,40,-1044
3637302,-148,40,-1044
3637306,-136,48,-1052
3637310,-136,48,-1052
3637314,-136,48,-1052
3637318,-136,48,-1052
3637322,-136,48,-1052
3637327,-152,44,-1052
3637346,-140,44,-1048
3637367,-140,44,-1048
3637387,-136,40,-1044
3637407,-140,40,-1032
3637430,-144,40,-1032
3637448,-140,28,-1024
3637468,-136,32,-1024
3637489,-136,28,-1012
3637509,-148,28,-1020
3637529,-140,32,-1012
3637549,-140,32,-1012
3637569,-144,28,-1000
3637590,-136,20,-1000
3637610,-140,16,-984
3637630,-140,24,-980
3637651,-136,12,-988
3637674,-136,20,-976
3637692,-132,20,-980
3637712,-136,8,-968
3637732,-136,4,-964
3637753,-132,8,-964
3637773,-124,-4,-956
3637793,-132,4,-960
3637813,-128,8,-956
3637833,-128,4,-960
3637854,-140,0,-960
3637874,-120,0,-952
3637894,-124,0,-956
3637922,-128,-8,-956
3637935,-120,-12,-960
3637955,-124,-12,-960
3637976,-120,-16,-952
3637996,-128,-16,-952
3638017,-116,-16,-956
3638037,-128,-8,-960
3638057,-120,-28,-952
3638077,-116,-12,-964
3638097,-120,-16,-968
3638118,-120,-28,-964
3638138,-116,-28,-964
3638162,-120,-32,-956
3638179,-108,-32,-972
3638200,-116,-32,-972
3638220,-116,-40,-964
3638239,-120,-36,-972
3638260,-124,-44,-972
3638280,-116,-52,-972
3638300,-116,-40,-976
3638320,-112,-48,-976
3638341,-124,-44,-976
3638361,-116,-36,-964
3638381,-120,-48,-968
3638406,-116,-52,-976
3638422,-112,-52,-972
3638442,-116,-44,-972
3638463,-116,-48,-976
3638483,-112,-36,-972
3638503,-124,-36,-976
3638524,-120,-36,-984
3638544,-116,-36,-976
3638564,-120,-32,-980
3638585,-120,-32,-984
3638605,-120,-28,-992
3638634,-116,-20,-984
3638645,-124,-28,-988
3638666,-124,-28,-992
3638686,-124,-28,-1012
3638706,-128,-8,-1008
3638727,-124,-4,-1008
3638747,-140,-4,-1024
3638767,-136,-4,-1024
3638788,-136,0,-1016
3638808,-128,4,-1028
3638828,-132,12,-1028
3638849,-140,4,-1028
3638874,-128,4,-1036
3638889,-132,16,-1044
3638909,-132,20,-1048
3638930,-136,12,-1048
3638950,-132,28,-1048
3638970,-140,24,-1048
3638991,-136,16,-1056
3639011,-140,32,-1048
3639031,-140,40,-1048
3639052,-140,36,-1052
3639072,-132,40,-1060
3639092,-144,44,-1064
3639118,-144,44,-1060
3639133,-144,48,-1064
3639153,-136,40,-1068
3639173,-136,48,-1060
3639193,-148,40,-1064
3639214,-152,44,-1052
3639234,-144,40,-1052
3639254,-144,48,-1056
3639275,-140,40,-1060
3639295,-148,44,-1048
3639316,-140,44,-1056
3639342,-148,44,-1060
3639356,-140,40,-1048
3639376,-140,44,-1052
3639397,-140,40,-1044
3639417,-140,44,-1036
3639437,-136,40,-1036
3639457,-144,40,-1032
3639478,-140,36,-1032
3639498,-136,40,-1016
3639518,-144,36,-1028
3639539,-132,32,-1024
3639559,-140,32,-1012
3639582,-132,32,-992
3639600,-140,28,-992
3639620,-136,24,-980
3639641,-136,24,-980
3639661,-144,24,-984
3639681,-144,16,-988
3639701,-136,28,-984
3639721,-136,20,-976
3639742,-132,16,-968
3639762,-128,12,-972
3639782,-132,8,-968
3639803,-124,4,-956
3639826,-136,12,-964
3639844,-132,4,-964
3639864,-128,4,-956
3639884,-136,-4,-960
3639905,-128,-8,-952
3639925,-132,-4,-956
3639945,-128,-8,-960
3639965,-124,-8,-952
3639985,-128,-12,-956
3640006,-128,-16,-956
3640026,-120,-16,-956
3640046,-120,-16,-956
3640074,-124,-24,-952
3640087,-120,-16,-960
3640108,-120,-16,-960
3640128,-120,-16,-956
3640148,-120,-12,-960
3640169,-116,-20,-964
3640189,-124,-28,-972
3640209,-116,-32,-972
3640229,-116,-36,-972
3640249,-116,-40,-976
3640270,-120,-40,-968
3640290,-128,-32,-968
3640314,-112,-36,-972
3640331,-120,-40,-968
3640351,-116,-44,-972
3640371,-120,-44,-968
3640392,-108,-48,-976
3640412,-120,-44,-976
3640432,-116,-44,-976
3640453,-120,-40,-980
3640472,-120,-44,-968
3640493,-116,-36,-976
3640513,-120,-40,-976
3640533,-116,-40,-976
3640558,-120,-44,-980
3640574,-112,-44,-984
3640594,-112,-44,-984
3640614,-124,-36,-980
3640635,-148,-16,-1012
3640655,-120,-12,-976
3640675,-128,-24,-1000
3640696,-124,-24,-996
3640716,-124,-32,-988
3640736,-120,-24,-996
3640757,-120,-20,-1008
3640782,-124,-20,-1008
3640797,-128,-8,-1024
3640818,-132,0,-1016
3640838,-136,0,-1016
3640858,-132,-8,-1020
3640879,-132,0,-1024
3640899,-132,0,-1028
3640919,-136,-4,-1024
3640939,-136,12,-1036
3640960,-136,16,-1052
3640980,-136,24,-1044
3641000,-136,20,-1044
3641126,-136,24,-1056
3641130,-136,24,-1056
3641134,-136,24,-1056
3641138,-136,24,-1056
3641142,-128,36,-1060
3641146,-128,36,-1060
3641150,-128,36,-1060
3641163,-132,28,-1052
3641183,-128,24,-1052
3641204,-132,36,-1048
3641224,-132,36,-1052
3641244,-132,40,-1052
3641270,-136,36,-1052
3641285,-132,48,-1060
3641305,-132,48,-1040
3641325,-132,44,-1056
3641346,-136,40,-1056
3641366,-136,48,-1048
3641386,-140,44,-1044
3641407,-136,36,-1044
3641427,-132,28,-1036
3641447,-148,36,-1044
3641467,-136,28,-1040
3641490,-136,44,-1040
3641508,-144,36,-1044
3641529,-132,28,-1032
3641549,-140,32,-1032
3641569,-144,32,-1032
3641589,-136,28,-1032
3641610,-140,20,-1020
3641630,-148,20,-1024
3641650,-140,20,-1012
3641671,-140,20,-1020
3641691,-136,20,-1012
3641711,-144,16,-1000
3641734,-140,20,-988
3641752,-132,20,-984
3641772,-132,16,-984
3641792,-128,24,-980
3641813,-140,12,-980
3641833,-132,20,-972
3641853,-136,16,-968
3641873,-136,4,-964
3641894,-132,4,-964
3641914,-128,-4,-956
3641934,-124,0,-956
3641955,-128,0,-948
3641978,-132,0,-948
3641996,-132,0,-960
3642016,-128,0,-952
3642036,-124,-4,-952
3642057,-128,0,-956
3642077,-120,-16,-948
3642097,-120,-20,-948
3642117,-128,-16,-952
3642137,-128,-12,-960
3642158,-128,-8,-960
3642178,-120,-8,-964
3642198,-124,-12,-964
3642226,-124,-24,-968
3642239,-128,-28,-964
3642260,-128,-28,-972
3642280,-124,-24,-968
3642300,-124,-24,-972
3642321,-128,-28,-964
3642341,-124,-28,-972
3642361,-128,-32,-976
3642381,-124,-36,-968
3642401,-124,-32,-980
3642422,-120,-40,-972
3642442,-124,-40,-972
3642466,-120,-44,-964
3642482,-124,-36,-968
3642503,-120,-44,-972
3642523,-120,-44,-972
3642543,-124,-40,-968
3642563,-128,-44,-972
3642584,-116,-44,-976
3642604,-120,-44,-968
3642624,-128,-44,-976
3642645,-112,-44,-972
3642665,-116,-36,-968
3642685,-120,-32,-984
3642710,-124,-32,-980
3642726,-132,-28,-988
3642746,-120,-28,-996
3642767,-120,-24,-992
3642787,-124,-20,-1000
3642807,-124,-20,-1004
3642828,-124,-12,-1008
3642848,-120,-24,-1004
3642868,-128,-8,-1008
3642888,-124,-12,-1012
3642909,-124,0,-1024
3642934,-140,4,-1028
3642949,-136,0,-1032
3642970,-132,0,-1036
3642990,-128,8,-1044
3643010,-136,4,-1040
3643031,-136,4,-1036
3643051,-132,16,-1052
3643071,-136,12,-1052
3643092,-132,16,-1044
3643112,-128,16,-1056
3643132,-144,20,-1052
3643153,-132,36,-1060
3643178,-136,24,-1048
3643193,-128,36,-1064
3643213,-136,36,-1064
3643234,-144,32,-1060
3643254,-128,36,-1052
3643274,-136,40,-1052
3643295,-136,40,-1064
3643315,-136,40,-1052
3643335,-140,44,-1056
3643356,-140,32,-1048
3643376,-136,36,-1044
3643396,-144,40,-1048
3643422,-140,32,-1048
3643437,-140,40,-1052
3643457,-136,36,-1044
3643477,-128,36,-1052
3643497,-140,24,-1052
3643518,-132,44,-1044
3643538,-132,44,-1040
3643559,-136,40,-1036
3643579,-136,40,-1036
3643599,-140,36,-1036
3643620,-144,32,-1032
3643646,-136,32,-1036
3643660,-136,32,-1024
3643681,-144,16,-1008
3643701,-136,24,-996
3643721,-140,12,-988
3643741,-140,16,-984
3643761,-136,24,-996
3643782,-144,16,-996
3643802,-148,20,-980
3643822,-144,20,-988
3643843,-140,16,-980
3643863,-140,16,-972
3643890,-128,12,-980
3643904,-136,12,-968
3643924,-136,12,-972
3643944,-136,8,-964
3643965,-136,8,-960
3643985,-128,8,-956
3644005,-132,4,-948
3644025,-132,0,-960
3644046,-132,-4,-948
3644066,-140,0,-960
3644086,-132,-4,-948
3644107,-124,0,-956
3644127,-124,-12,-956
3644150,-116,-16,-968
3644168,-124,-20,-952
3644188,-124,-16,-952
3644209,-128,-20,-952
3644229,-128,-20,-956
3644249,-124,-20,-956
3644269,-128,-20,-964
3644289,-124,-16,-968
3644310,-124,-24,-968
3644330,-124,-32,-968
3644350,-124,-32,-964
3644378,-128,-40,-972
3644391,-128,-32,-972
3644412,-116,-28,-968
3644432,-128,-28,-980
3644451,-124,-28,-968
3644472,-120,-32,-976
3644492,-128,-40,-984
3644512,-116,-48,-980
3644533,-120,-44,-972
3644553,-124,-48,-984
3644573,-120,-44,-972
3644594,-120,-44,-980
3644618,-124,-40,-980
3644634,-124,-44,-976
3644654,-116,-40,-980
3644675,-120,-36,-984
3644695,-116,-36,-976
3644715,-120,-40,-976
3644736,-116,-44,-984
3644756,-116,-36,-988
3644776,-124,-24,-992
3644797,-124,-32,-992
3644817,-124,-20,-1000
3644837,-128,-20,-1004
3644978,-136,0,-1036
3644982,-132,4,-1020
3644986,-132,4,-1020
3644990,-132,4,-1020
3644994,-132,4,-1020
3644998,-132,4,-1020
3645002,-132,0,-1020
3645006,-132,0,-1020
3645020,-140,8,-1044
3645040,-136,20,-1040
3645061,-140,16,-1052
3645081,-140,28,-1056
3645106,-132,32,-1056
3645121,-136,16,-1044
3645142,-136,16,-1052
3645162,-136,24,-1052
3645182,-132,24,-1056
3645203,-136,28,-1056
3645223,-140,28,-1052
3645244,-136,36,-1052
3645264,-132,36,-1052
3645284,-136,28,-1056
3645304,-136,36,-1052
3645334,-136,32,-1040
3645345,-140,36,-1052
3645365,-140,36,-1048
3645385,-148,44,-1052
3645406,-140,40,-1048
3645426,-144,36,-1056
3645446,-144,40,-1048
3645467,-132,36,-1048
3645487,-132,36,-1052
3645508,-136,40,-1044
3645528,-140,44,-1036
3645548,-140,40,-1040
3645574,-136,32,-1036
3645589,-140,28,-1028
3645609,-136,28,-1036
3645629,-140,28,-1036
3645649,-144,32,-1032
3645670,-148,40,-1036
3645690,-140,32,-1024
3645710,-132,32,-1008
3645731,-140,28,-1004
3645751,-136,12,-992
3645772,-136,24,-992
3645792,-140,16,-1004
3645818,-140,24,-1008
3645833,-144,24,-1000
3645853,-140,16,-988
3645873,-128,12,-984
3645893,-136,8,-972
3645913,-136,8,-968
3645933,-136,8,-964
3645954,-128,0,-952
3645974,-124,0,-964
3645995,-140,0,-948
3646015,-128,0,-956
3646035,-132,8,-952
3646058,-132,0,-944
3646075,-132,-4,-956
3646097,-120,-20,-948
3646117,-124,-12,-956
3646137,-132,-8,-960
3646157,-132,-12,-956
3646177,-124,-8,-956
3646197,-124,-12,-952
3646218,-128,0,-956
3646238,-124,-20,-964
3646258,-124,-12,-960
3646278,-120,-20,-960
3646302,-124,-12,-964
3646320,-124,-24,-960
3646339,-128,-36,-964
3646360,-124,-28,-972
3646380,-116,-32,-968
3646400,-128,-36,-972
3646421,-116,-36,-980
3646441,-124,-36,-972
3646461,-128,-44,-980
3646481,-124,-36,-972
3646502,-124,-44,-976
3646522,-120,-36,-972
3646546,-116,-44,-972
3646563,-116,-40,-968
3646583,-108,-48,-976
3646603,-120,-44,-972
3646624,-120,-48,-972
3646644,-124,-52,-972
3646664,-116,-40,-972
3646685,-116,-48,-976
3646705,-108,-36,-976
3646725,-116,-36,-976
3646745,-112,-32,-980
3646774,-124,-28,-988
3646786,-124,-40,-984
3646806,-116,-28,-988
3646827,-120,-24,-996
3646847,-124,-20,-996
3646867,-132,-12,-996
3646888,-128,-16,-1000
3646908,-128,-8,-1004
3646928,-132,-8,-1008
3646949,-124,-4,-1012
3646969,-116,-4,-1004
3646989,-132,-8,-1012
3647014,-132,-12,-1024
3647030,-136,4,-1020
3647050,-136,0,-1044
3647070,-132,0,-1036
3647091,-136,4,-1044
3647111,-140,12,-1040
3647131,-132,12,-1044
3647151,-140,12,-1052
3647172,-136,24,-1052
3647192,-132,20,-1056
3647213,-132,20,-1052
3647233,-128,24,-1052
3647258,-140,24,-1048
3647273,-140,28,-1056
3647293,-136,32,-1060
3647314,-136,32,-1060
3647334,-140,32,-1056
3647354,-136,32,-1060
3647375,-140,36,-1060
3647396,-128,40,-1060
3647416,-144,48,-1064
3647436,-136,36,-1052
3647456,-136,36,-1052
3647486,-136,36,-1044
3647496,-132,32,-1056
3647517,-148,32,-1056
3647537,-140,36,-1052
3647557,-140,40,-1048
3647578,-136,36,-1048
3647598,-136,40,-1048
3647618,-140,40,-1048
3647639,-140,36,-1040
3647660,-140,36,-1040
3647680,-152,24,-1048
3647700,-136,36,-1028
3647726,-136,28,-1044
3647741,-144,28,-1016
3647761,-140,36,-1008
3647781,-136,28,-1008
3647801,-136,28,-1004
3647821,-136,24,-996
3647842,-136,24,-996
3647862,-136,32,-992
3647882,-140,16,-988
3647903,-144,16,-984
3647924,-140,12,-980
3647944,-136,12,-976
3647970,-132,12,-972
3647984,-140,8,-968
3648005,-132,16,-968
3648025,-140,0,-968
3648045,-136,8,-960
3648065,-128,4,-960
3648085,-128,-4,-960
